index,Association Rule antecedants,Association Rule consequents,label
945,DANISH ROSE ROUND SEWING BOX,"PACK/12 BLUE FOLKART CARDS, RAINY LADIES BIRTHDAY CARD",0
946,DOORSTOP RACING CAR DESIGN,CITRUS GARLAND FELT FLOWERS,0
947,"JUMBO BAG SCANDINAVIAN PAISLEY, HANGING SPRING FLOWER EGG SMALL","KIDS RAIN MAC PINK, LA PALMIERA TILE COASTER",0
948,"ETCHED GLASS COASTER, PARTY CONES CANDY ASSORTED",MORE BUTTER METAL SIGN,0
949,"HYACINTH BULB T-LIGHT CANDLES, WOODEN SKITTLES GARDEN SET","BUNDLE OF 3 RETRO EXERCISE BOOKS, BOTTLE BAG RETROSPOT",0
950,"ebay, PACK OF 6 SWEETIE GIFT BOXES","IVORY SWEETHEART WIRE LETTER RACK, GOLD WASHBAG",0
951,"TRADITIONAL WOODEN CATCH CUP GAME, SWISS ROLL TOWEL, PINK  SPOTS",AMAZON FEE,0
952,"CHICK GREY HOT WATER BOTTLE, WHITE CHRISTMAS GARLAND STARS TREES","CRYSTAL DIAMANTE EXPANDABLE RING, EGG FRYING PAN MINT",0
953,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,0
954,POTTING SHED SOW 'N' GROW SET,"FUNKY MONKEY GIFT BAG MEDIUM, CRYSTAL STILETTO PHONE CHARM",0
955,"SPACE CADET WHITE, SET/3 OCEAN SCENT CANDLE JEWEL BOX","BISCUITS SMALL BOWL LIGHT BLUE, EMBOSSED GLASS TEALIGHT HOLDER",0
956,"DOTCOM POSTAGE, JUMBO BAG RED RETROSPOT",SUKI  SHOULDER BAG,0
957,Bank Charges,"OFFICE MUG WARMER CHOC+BLUE, WHITE CHRISTMAS FLOCK DROPLET",0
958,SET OF 2 TRAYS HOME SWEET HOME,POCKET BAG BLUE PAISLEY RED SPOT,0
959,"FRENCH BLUE METAL DOOR SIGN 1, EASTER BUNNY WREATH",GREY ACRYLIC FACETED BANGLE,0
960,"HOUSE SHAPE PENCIL SHARPENER, RUBY DROP CHANDELIER EARRINGS","CHARLOTTE BAG ALPHABET  DESIGN, PICNIC BOXES SET OF 3 RETROSPOT",0
961,REGENCY TEA PLATE ROSES,REGENCY TEA PLATE GREEN,0
962,"CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG APPLES DESIGN",RED RETROSPOT CHARLOTTE BAG,0
963,"CHARLIE & LOLA WASTEPAPER BIN BLUE, TUSCAN VILLA BIRD TABLE","CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",0
964,RED RETROSPOT CHARLOTTE BAG,"re-adjustment, BATHROOM SCALES RUBBER DUCKS",0
965,"JUMBO STORAGE BAG SUKI, JUMBO BAG SPACEBOY DESIGN",JUMBO BAG RED RETROSPOT,0
966,CHRISTMAS RETROSPOT ANGEL WOOD,"FRYING PAN BLUE POLKADOT, SILICON CUBE 25W, BLUE",0
967,"RECYCLING BAG RETROSPOT, DOTCOM POSTAGE",JUMBO BAG PINK POLKADOT,0
968,"SET OF 12 T-LIGHTS VINTAGE DOILEY, GLASS BEAD HOOP EARRINGS BLACK","DOORMAT PEACE ON EARTH BLUE, FELT FARM ANIMAL RABBIT",0
969,RED RETROSPOT WASHBAG,SMALL POP BOX FUNKY MONKEY,0
970,"EGG CUP MILKMAID INGRID, PHOTO FRAME 3 CLASSIC HANGING","TURQ PENDANT TRIPLE SHELL NECKLACE, CHRISTMAS RETROSPOT HEART WOOD",0
971,"VINTAGE POST OFFICE CABINET, MONTANA DIAMOND CLUSTER NECKLACE",IVY HEART WREATH,0
972,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG  BLACK SKULL.",LUNCH BAG APPLE DESIGN,0
973,MULTICOLOUR HONEYCOMB FAN,BOOZE & WOMEN GREETING CARD,0
974,VINTAGE  2 METER FOLDING RULER,"TRAY, BREAKFAST IN BED",0
975,"HEART MIRROR ANTIQUE WHITE, CERAMIC STRAWBERRY CAKE MONEY BANK",FELTCRAFT DOLL MARIA,0
976,SMALL HEART MEASURING SPOONS,DOTCOM POSTAGE,0
977,"SET/6 BEAD COASTERS GAUZE BAG GOLD, FRIDGE MAGNETS LA VIE EN ROSE",WISE MAN STAR SHAPE EGG PAN,0
978,"ASSORTED TUTTI FRUTTI NOTEBOOK, SILVER HEARTS TABLE DECORATION","MULTI HEARTS  STICKERS, WHITE SILVER NECKLACE SHELL GLASS",0
979,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG APPLE DESIGN",LUNCH BAG SUKI DESIGN,0
980,"sold as 22467, 72 CAKE CASES VINTAGE CHRISTMAS",NEW BAROQUE B'FLY NECKLACE CRYSTAL,0
981,"POPPY'S PLAYHOUSE BEDROOM, ENAMEL BLUE RIM TEA CONTAINER",VINTAGE BEAD PINK JEWEL BOX,0
982,ADULT APRON APPLE DELIGHT,RED RETROSPOT PLATE,0
983,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,0
984,S/6 WOODEN SKITTLES IN COTTON BAG,"SILVER/NATURAL SHELL NECKLACE, 6 CHOCOLATE LOVE HEART T-LIGHTS",0
985,FOLKART ZINC HEART CHRISTMAS DEC,BLUE 3 PIECE POLKADOT CUTLERY SET,0
986,"BABY MOUSE RED GINGHAM DRESS, TEATIME PEN CASE & PENS",ASSTD RASTA KEY-CHAINS,0
987,"SET OF 2 ROUND TINS CAMEMBERT, FLOWER PURPLE CLOCK W/SUCKER","JAM JAR WITH GREEN LID, WHITE ROCKING HORSE HAND PAINTED",0
988,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,0
989,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN",LUNCH BAG  BLACK SKULL.,0
990,"GREEN/BLUE CERAMIC CANDLE HOLDER, ZINC METAL HEART DECORATION",STRAWBERRIES  DESIGN FLANNEL,0
991,"PURPLE AMETHYST NECKLACE W TASSEL, MISELTOE HEART WREATH",TEA TIME TABLE CLOTH,0
992,"JUMBO BAG TOYS, JUMBO BAG RED RETROSPOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0
993,BLUE & WHITE BREAKFAST TRAY,BIRD ON BRANCH CANVAS SCREEN,0
994,JUMBO BAG VINTAGE DOILY,JUMBO BAG RED RETROSPOT,0
995,"MINI LADLE LOVE HEART RED, APRON APPLE DELIGHT","BREAD BIN DINER STYLE MINT, IVORY EMBROIDERED QUILT",0
996,WHITE ROCKING HORSE HAND PAINTED,MIXED NUTS LIGHT GREEN BOWL,0
997,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0
998,RED ENAMEL FLOWER RING,MIRRORED WALL ART LADIES,0
999,"SET/20 FRUIT SALAD PAPER NAPKINS, CREAM BUNNY EASTER EGG BASKET",RED RETROSPOT TRADITIONAL TEAPOT,0
1000,ZINC HEART FLOWER T-LIGHT HOLDER,"BLUE SHARK HELICOPTER, DROP DIAMANTE EARRINGS GREEN",0
1001,"JUMBO BAG VINTAGE CHRISTMAS, TROPICAL  HONEYCOMB PAPER GARLAND","BEADED CRYSTAL HEART PINK ON STICK, IVORY DINER WALL CLOCK",0
1002,"BOX/12 CHICK & EGG IN BASKET, MINI JIGSAW LEAP FROG",RED RETROSPOT MINI CASES,0
1003,"RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.",STRAWBERRY CHARLOTTE BAG,0
1004,"WOODEN PICTURE FRAME WHITE FINISH, PURPLE CRYSTAL DROP EARRINGS",PACK OF 20 NAPKINS RED APPLES,0
1005,"GREETING CARD, STICKY GORDON, PURPLE GEMSTONE NECKLACE 45CM","3 BIRDS CANVAS SCREEN, VINTAGE  2 METRE FOLDING RULER",0
1006,"JUMBO STORAGE BAG SUKI, JUMBO BAG APPLES",JUMBO SHOPPER VINTAGE RED PAISLEY,0
1007,"SMALL POPCORN HOLDER, ANTIQUE RASPBERRY FLOWER EARRINGS",VANILLA INCENSE IN TIN,0
1008,"PINK MARSHMALLOW SCARF KNITTING KIT, PINK BERTIE MOBILE PHONE CHARM","ORIGAMI ROSE INCENSE/CANDLE SET, SILVER 2 STRAND NECKLACE-LEAF CHARM",0
1009,"TIGRIS EYE CHUNKY CHARM BRACELET, EGG FRYING PAN BLUE","SMALL PURPLE BABUSHKA NOTEBOOK, MIRRORED WALL ART PHOTO FRAMES",0
1010,"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER","PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0
1011,"JUMBO STORAGE BAG SUKI, DOTCOM POSTAGE, JUMBO BAG RED RETROSPOT",JUMBO BAG WOODLAND ANIMALS,0
1012,"SMALL DECO JEWELLERY STAND, 3 PINK HEN+CHICKS IN BASKET","Dad's Cab Electronic Meter, BLACK GEMSTONE BRACELET",0
1013,3 TIER SWEETHEART GARDEN SHELF,"WHITE WITH METAL BAG CHARM, SET 6 SCHOOL MILK BOTTLES IN CRATE",0
1014,"LUNCH BAG CARS BLUE, LUNCH BAG  BLACK SKULL.",LUNCH BAG RED RETROSPOT,0
1015,"ALARM CLOCK BAKELIKE GREEN, FLOWER FAIRY 5 DRAWER LINERS","12 IVORY ROSE PEG PLACE SETTINGS, SET OF 4 BLACK LOVEBIRD COASTERS",0
1016,COCKTAIL SWORDS 50 PIECES,"CHOCOLATE BOX RIBBONS, GLASS BEAD HOOP NECKLACE GREEN",0
1017,FOLDING UMBRELLA PINKWHITE POLKADOT,Dotcomgiftshop Gift Voucher £10.00,0
1018,"JUMBO BAG RED RETROSPOT, ROSES REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,0
1019,"WOODEN TREE CHRISTMAS SCANDINAVIAN, found some more on shelf",GLASS CHALICE GREEN  LARGE,0
1020,SKULL LUNCH BOX WITH CUTLERY,STRAWBERRY LUNCH BOX WITH CUTLERY,0
1021,CARD BIRTHDAY COWBOY,"SINGLE WIRE HOOK IVORY HEART, STRAWBRY SCENTED VOTIVE CANDLE",0
1022,"LUNCH BAG ALPHABET DESIGN, BLACK GRAND BAROQUE PHOTO FRAME",JUMBO STORAGE BAG SKULLS,0
1023,"CLEAR CRYSTAL STAR PHONE CHARM, PAPER LANTERN 9 POINT HOLLY STAR 40",LASER CUT MULTI STRAND NECKLACE,0
1024,DOTCOM POSTAGE,JUMBO BAG RED RETROSPOT,0
1025,"PINK PILLAR CANDLE SILVER FLOCK, LARGE PURPLE BABUSHKA NOTEBOOK",PACK OF 12 SUKI TISSUES,0
1026,"SILK PURSE BABUSHKA BLUE, PINK/PURPLE CIRCLE CURTAIN","MIRRORED WALL ART LADIES, DOG BOWL CHASING BALL DESIGN",0
1027,"JUMBO STORAGE BAG SUKI, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",JUMBO SHOPPER VINTAGE RED PAISLEY,0
1028,PHOTO FRAME LINEN AND LACE LARGE,"incorrect stock entry., LOVE SEAT ANTIQUE WHITE METAL",0
1029,"MINIATURE ANTIQUE ROSE HOOK IVORY, YELLOW METAL CHICKEN HEART","RED STONE/CRYSTAL EARRINGS, WHITE ENAMEL FLOWER HAIR TIE",0
1030,CHARLOTTE BAG APPLES DESIGN,WOODLAND CHARLOTTE BAG,0
1031,"PACK OF 6 PANNETONE GIFT BOXES, ST GEORGE SET OF 10 PARTY LIGHTS","RED STONE/CRYSTAL EARRINGS, LETS GO SHOPPING COTTON TOTE BAG",0
1032,"DOTCOM POSTAGE, JAM MAKING SET PRINTED",GREEN REGENCY TEACUP AND SAUCER,0
1033,PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0
1034,BLUE STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0
1035,VINTAGE UNION JACK PENNANT,"RECYCLED ACAPULCO MAT LAVENDER, SET OF 72 RETROSPOT PAPER  DOILIES",0
1036,RETROSPOT BABUSHKA DOORSTOP,AMBER CRYSTAL DROP EARRINGS,0
1037,"SET OF 6 NATIVITY MAGNETS, FORKED CACTUS CANDLE",FRAPPUCINO SCARF KNITTING KIT,0
1038,"TEAL/FUSCHIA COL BEAD NECKLACE, BUBBLEGUM RING ASSORTED",VINTAGE BEAD PINK PURSE,0
1039,RED RETROSPOT SHOPPING BAG,"ASSTD DESIGN 3D PAPER STICKERS, KEEP CALM WALL ART",0
1040,"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,0
1041,PANTRY HOOK TEA STRAINER,"wet, ICE CREAM SUNDAE LIP GLOSS",0
1042,"LUNCH BAG RED RETROSPOT, LUNCH BAG  BLACK SKULL.",LUNCH BAG PINK POLKADOT,0
1043,60 CAKE CASES VINTAGE CHRISTMAS,MAGIC DRAWING SLATE SPACEBOY,0
1044,CREAM SWEETHEART WALL CABINET,BAG 250g SWIRLY MARBLES,0
1045,"LUNCH BAG SUKI DESIGN, LUNCH BAG  BLACK SKULL.",LUNCH BAG APPLE DESIGN,0
1046,CERAMIC BIRDHOUSE CRESTED TIT SMALL,"BLACK CHRISTMAS FLOCK DROPLET, MINI JIGSAW SPACEBOY",0
1047,S/6 SEW ON CROCHET FLOWERS,"WOODLAND  STICKERS, SET/9 CHRISTMAS T-LIGHTS SCENTED",0
1048,"JUMBO BAG SCANDINAVIAN BLUE PAISLEY, JUMBO BAG RED RETROSPOT",JUMBO BAG PINK VINTAGE PAISLEY,0
1049,SET 12 KIDS  WHITE CHALK STICKS,GLITTER CHRISTMAS TREE,0
1050,"RETRO LEAVES MAGNETIC NOTEPAD, BEADED CRYSTAL HEART PINK ON STICK",SILVER M.O.P. ORBIT NECKLACE,0
1051,"BIRDHOUSE GARDEN MARKER, GLASS BON BON JAR",HEART GARLAND RUSTIC PADDED,0
1052,RED RETROSPOT CAKE STAND,"BOX OF 6 ASSORTED COLOUR TEASPOONS, RED KUKUI COCONUT SEED NECKLACE",0
1053,BLUE JUICY FRUIT PHOTO FRAME,PANTRY MAGNETIC  SHOPPING LIST,0
1054,"RED RETROSPOT CHILDRENS UMBRELLA, HOT STUFF HOT WATER BOTTLE","LADIES & GENTLEMEN METAL SIGN, JUMBO BAG 50'S CHRISTMAS",0
1055,"LE GRAND TRAY CHIC SET, DRAWER KNOB CRACKLE GLAZE BLUE","CHRISTMAS CARD SINGING ANGEL, CAKE STAND VICTORIAN FILIGREE LARGE",0
1056,"GREEN POLKADOT PLATE, UNION JACK HOT WATER BOTTLE","WASHROOM METAL SIGN, CHILDRENS APRON SPACEBOY DESIGN",0
1057,"HERB MARKER THYME, HERB MARKER ROSEMARY",HERB MARKER BASIL,0
1058,WALL ART DOG AND BALL,FELTCRAFT PRINCESS OLIVIA DOLL,0
1059,HOUSE WRECKING METAL SIGN,ELEPHANT CARNIVAL POUFFE,0
1060,GLASS  SONGBIRD STORAGE JAR,SKULLS DESIGN FLANNEL,0
1061,"60 GOLD AND SILVER FAIRY CAKE CASES, IVORY WIRE KITCHEN ORGANISER","CHARLIE & LOLA WASTEPAPER BIN BLUE, SILICON STAR BULB  BLUE",0
1062,"CHARLOTTE BAG SUKI DESIGN, JUMBO BAG RED RETROSPOT",RED RETROSPOT CHARLOTTE BAG,0
1063,"Crushed, VINTAGE DOILY TRAVEL SEWING KIT",SET 10 NIGHT OWL LIGHTS,0
1064,"CANDY SPOT TEA COSY, AMBER GLASS TASSLE BAG CHARM",EDWARDIAN PARASOL NATURAL,0
1065,PANTRY ROLLING PIN,"SINGLE WIRE HOOK PINK HEART, TEA TIME TABLE CLOTH",0
1066,"DRAWER KNOB CRACKLE GLAZE BLUE, RED REFECTORY CLOCK","ADVENT CALENDAR GINGHAM SACK, NECKLACE+BRACELET SET FRUIT SALAD",0
1067,BUNNY DECORATION MAGIC GARDEN,"PLAYING CARDS JUBILEE UNION JACK, LARGE CAKE TOWEL PINK SPOTS",0
1068,CHILDS GARDEN RAKE PINK,WRAP COWBOYS,0
1069,"BLUE FLOCK CUSHION COVER, TOTE BAG I LOVE LONDON",SET/6 GREEN SPRING PAPER CUPS,0
1070,"JUMBO BAG VINTAGE LEAF, JUMBO BAG RED RETROSPOT",JUMBO BAG APPLES,0
1071,"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",JUMBO BAG PINK POLKADOT,0
1072,"RED KUKUI COCONUT SEED NECKLACE, on cargo order","WOOD 2 DRAWER CABINET WHITE FINISH, CRYSTAL CZECH CROSS PHONE CHARM",0
1073,"CHARLOTTE BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.",RED RETROSPOT CHARLOTTE BAG,0
1074,DOORMAT 3 SMILEY CATS,"BAKING MOULD CHOCOLATE CUPCAKES, EASTER CRAFT IVY WREATH WITH CHICK",0
1075,"REGENCY TEA PLATE PINK, HOOK, 1 HANGER ,MAGIC GARDEN","PICTURE DOMINOES, COFFEE SCENT PILLAR CANDLE",0
1076,"BOXED GLASS ASHTRAY, GLASS APOTHECARY BOTTLE PERFUME","IVORY SWEETHEART SOAP DISH, YELLOW PINK FLOWER DESIGN BIG BOWL",0
1077,200 BENDY SKULL STRAWS,"T-LIGHT HOLDER SWEETHEART HANGING, 12 COLOURED PARTY BALLOONS",0
1078,"LUNCH BAG WOODLAND, LUNCH BAG APPLE DESIGN",LUNCH BAG SPACEBOY DESIGN,0
1079,"John Lewis, ANT COPPER LIME BOUDICCA BRACELET","JINGLE BELL HEART ANTIQUE GOLD, CANDY SHOP  STICKER SHEET",0
1080,RED RETROSPOT PURSE,BLUE SWEETHEART BRACELET,0
1081,SUNSET CHECK HAMMOCK,"WHITE BIRD GARDEN DESIGN MUG, JAZZ HEARTS PURSE NOTEBOOK",0
1082,"JUMBO BAG PINK POLKADOT, JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0
1083,"SILVER T-LIGHT SETTING, SET OF 4 CAROUSEL PLACEMATS","ALARM CLOCK BAKELIKE RED, BLACK CRYSTAL DROP EARRINGS",0
1084,"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,0
1085,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",LUNCH BAG RED RETROSPOT,0
1086,"MINI WOODEN HAPPY BIRTHDAY GARLAND, EMBROIDERED RIBBON REEL ROSIE","MEDIUM PINK BUDDHA HEAD, BAROQUE BUTTERFLY EARRINGS CRYSTAL",0
1087,"POPPY'S PLAYHOUSE LIVINGROOM, POPPY'S PLAYHOUSE KITCHEN",POPPY'S PLAYHOUSE BEDROOM,0
1088,"MINI CAKE STAND T-LIGHT HOLDER, PINK/GREEN FLOWER DESIGN BIG MUG","MEDIUM PARLOUR PICTURE FRAME, POLYESTER FILLER PAD 45x30cm",0
1089,FLOWERS CHANDELIER T-LIGHT HOLDER,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0
1090,CHILDRENS CUTLERY RETROSPOT RED,FRYING PAN UNION FLAG,0
1091,"CERAMIC CAKE STAND + HANGING CAKES, ????damages????",CHERUB HEART DECORATION GOLD,0
1092,4 IVORY DINNER CANDLES SILVER FLOCK,"FLOWER GARLAND NECKLACE RED, FAIRY CAKES NOTEBOOK A7 SIZE",0
1093,"NEW BAROQUE B'FLY NECKLACE MONTANA, SET OF 4 NAPKIN CHARMS STARS",GREEN METAL BOX TOP SECRET,0
1094,"TREASURE AHOY WALL ART, TURQUOISE CRYSTAL+GLASS BRACELET","HAIRCLIPS FORTIES FABRIC ASSORTED, SILVER  CANDLEPOT JARDIN",0
1095,WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0
1096,GLASS BEAD HOOP NECKLACE MONTANA,BIRTHDAY PARTY CORDON BARRIER TAPE,0
1097,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",JUMBO STORAGE BAG SUKI,0
1098,HERB MARKER MINT,HERB MARKER BASIL,0
1099,SET OF THREE VINTAGE GIFT WRAPS,"HEN PARTY CORDON BARRIER TAPE, FAIRY CAKE NOTEBOOK A5 SIZE",0
1100,SPACE OWL,RED REFECTORY CLOCK,0
1101,FLORAL BLUE MONSTER,"FOOD COVER WITH BEADS , SET 2 SIZES, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0
1102,"SILVER FABRIC MIRROR, BEADED CRYSTAL HEART PINK LARGE",PSYCHEDELIC METAL SIGN CALENDAR,0
1103,GOLD/M.O.P PENDANT ORBIT NECKLACE,"RETROSPOT LARGE MILK JUG, SET/20 RED RETROSPOT PAPER NAPKINS",0
1104,"ABSTRACT CIRCLES SKETCHBOOK, CHERUB HEART DECORATION GOLD",PINK CRYSTAL SKULL PHONE CHARM,0
1105,"WOODLAND CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN, STRAWBERRY CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0
1106,"RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG APPLES DESIGN",WOODLAND CHARLOTTE BAG,0
1107,BLACK CANDELABRA T-LIGHT HOLDER,S/4 PINK FLOWER CANDLES IN BOWL,0
1108,"VINTAGE ZINC PLANTER, HEN PARTY CORDON BARRIER TAPE","PACK 20 ENGLISH ROSE PAPER NAPKINS, TURQUOISE CHRISTMAS TREE",0
1109,RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0
1110,COFFEE MUG CAT + BIRD DESIGN,LANDMARK FRAME BAKER STREET,0
1111,WOODLAND SMALL RED FELT HEART,CHRISTMAS TABLE CANDLE SILVER SPIKE,0
1112,"CERAMIC CAKE BOWL + HANGING CAKES, SET OF 3 PANTRY WOODEN SPOONS",PINK DOG CANNISTER,0
1113,"COFFEE SCENT PILLAR CANDLE, RECYCLED ACAPULCO MAT LAVENDER","EDWARDIAN PARASOL BLACK, BAROQUE BUTTERFLY EARRINGS BLACK",0
1114,"RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,0
1115,"RETROSPOT WOODEN HEART DECORATION, REINDEER HEART DECORATION GOLD",MINI PLAYING CARDS BUFFALO BILL,0
1116,VINTAGE PINK DECORATIVE PARASOL,PLASMATRONIC LAMP,0
1117,PURPLE/COPPER HANGING LAMPSHADE,LOVE LARGE WOOD LETTERS,0
1118,BLACK AND WHITE DOG BOWL,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,0
1119,FOLDING BUTTERFLY MIRROR RED,SCANDINAVIAN 3 HEARTS NAPKIN RING,0
1120,KITCHEN FLOWER POTS WALL PLAQUE,"BLUE HOLE PUNCH, 12 COLOURED PARTY BALLOONS",0
1121,"EIGHT PIECE SNAKE  SET, 2 DAISIES HAIR COMB","FRYING PAN PINK POLKADOT, SET 12 KIDS  WHITE CHALK STICKS",0
1122,"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,0
1123,"CROCHET WHITE RABBIT KEYRING, sold as 1",5 HOOK HANGER RED MAGIC TOADSTOOL,0
1124,ZINC T-LIGHT HOLDER STAR LARGE,"TRADITIONAL KNITTING NANCY, SET 36 COLOUR PENCILS LOVE LONDON",0
1125,"BLUE EGG  SPOON, NUMBER TILE COTTAGE GARDEN 9","EMBOSSED GLASS TEALIGHT HOLDER, S/2 BEACH HUT TREASURE CHESTS",0
1126,SET 36 COLOUR PENCILS LOVE LONDON,"DOLLY GIRL BABY GIFT SET, WRAP CHRISTMAS VILLAGE",0
1127,"CHARLOTTE BAG APPLES DESIGN, CHARLOTTE BAG PINK POLKADOT",RED RETROSPOT CHARLOTTE BAG,0
1128,ROTATING LEAVES T-LIGHT HOLDER,DOTCOM POSTAGE,0
1129,"SET OF 2 TRAYS HOME SWEET HOME, OFFICE MUG WARMER BLACK+SILVER",????damages????,0
1130,"CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG",WOODLAND CHARLOTTE BAG,0
1131,"BLUE SPOT CERAMIC DRAWER KNOB, ASSORTED COLOURED CIRCLE MOBILE","CHRYSANTHEMUM POCKET BOOK, BLUE GIANT GARDEN THERMOMETER",0
1132,VINTAGE EMBOSSED HEART,"WHITE FRANGIPANI NECKLACE, CHILDRENS GARDEN GLOVES PINK",0
1133,"CROCHET ROSE PURSE WITH SUEDE BACK, LARGE ROUND CUTGLASS CANDLESTICK","SMALL SKULL WINDMILL, VINTAGE DOILY TRAVEL SEWING KIT",0
1134,"Dotcomgiftshop Gift Voucher £20.00, MIRROR MOSAIC VOTIVE HOLDER","GINGHAM OVEN GLOVE RED HEART, PANTRY HOOK TEA STRAINER",0
1135,"RECYCLING BAG RETROSPOT, JUMBO BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,0
1136,MIRRORED WALL ART SPLODGES,"LARGE ZINC HEART WALL ORGANISER, POLYESTER FILLER PAD 65CMx65CM",0
1137,"BELL HEART ANTIQUE GOLD, BLUE TILED TRAY","CREAM CUPID HEARTS COAT HANGER, Unsaleable, destroyed.",0
1138,HANGING METAL CHICKEN DECORATION,AMBER GLASS/SILVER BRACELET,0
1139,"MINI JIGSAW DOLLY GIRL, thrown away",LED TEA LIGHTS,0
1140,"BRIGHT BLUES RIBBONS, BLUE ROSE FABRIC MIRROR","BLUE PAISLEY JOURNAL, BROWN CHECK CAT DOORSTOP",0
1141,"BEADED CRYSTAL HEART GREEN ON STICK, PAPER LANTERN 9 POINT HOLLY STAR 23","WRAP, BILLBOARD FONTS DESIGN",0
1142,"DOLLY MIXTURE CHILDREN'S UMBRELLA, HEART SHAPED HOLLY WREATH","BLUE PAPER PARASOL, S/4 BLACK MINI ROSE CANDLE IN BOWL",0
1143,BLUE SAVANNAH PICNIC HAMPER FOR 2,EGG CUP MILKMAID INGRID,0
1144,"FRENCH CHATEAU LARGE FRUIT BOWL, 50CM METAL STRING WITH  7 CLIPS",SILVER LARIAT BLACK STONE EARRINGS,0
1145,"JUMBO BAG STRAWBERRY, CROCHET WHITE RABBIT KEYRING",ABSTRACT CIRCLE JOURNAL,0
1146,"RED RETROSPOT TISSUE BOX, WRAP POPPIES  DESIGN","PINK FAIRY CAKE CUSHION COVER, SKULLS  STICKERS",0
1147,"LUNCH BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG CARS BLUE,0
1148,"GREEN STONE/CRYSTAL EARRINGS, ZINC SWEETHEART WIRE LETTER RACK","MAGIC DRAWING SLATE PURDEY, VINTAGE DOILY TRAVEL SEWING KIT",0
1149,MIRROR MOSAIC T-LIGHT HOLDER ROUND,"CLASSIC CHROME BICYCLE BELL, MURANO STYLE GLASS BRACELET BLACK",0
1150,CHRISTMAS PUDDING TRINKET POT,TV DINNER TRAY VINTAGE PAISLEY,0
1151,"BATHROOM METAL SIGN, DOTCOM POSTAGE",JUMBO BAG RED RETROSPOT,0
1152,SET/6 RED SPOTTY PAPER CUPS,"SET/6 RED SPOTTY PAPER PLATES, SET/20 RED RETROSPOT PAPER NAPKINS",0
1153,SMALL POLKADOT CHOCOLATE GIFT BAG,BLACK EAR MUFF HEADPHONES,0
1154,"CAT WITH SUNGLASSES BLANK CARD, DINOSAUR KEYRINGS ASSORTED","wrongly coded 23343, MULTICOLOUR EASTER RABBIT",0
1155,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,0
